mid_price,volume_usd,quote_currency,estimated_delivery_price,creation_timestamp,base_currency,underlying_index,underlying_price,mark_iv,volume,interest_rate,price_change,open_interest,ask_price,bid_price,instrument_name,mark_price,last,low,high
0.01775,24876.13,BTC,72011.29,1710223032946,BTC,BTC-27DEC24,81002.9024,100.0,21.6,0.0,0.0,299.3,0.0195,0.016,BTC-27DEC24-32000-P,0.04056123,0.016,0.016,0.016
0.04925,0.0,BTC,72011.29,1710223032946,BTC,BTC-27DEC24,81002.9024,100.0,0.0,0.0,,72.0,0.0515,0.047,BTC-27DEC24-45000-P,0.09644975,0.054,,
0.031,152166.12,BTC,72011.29,1710223032946,BTC,SYN.BTC-31MAY24,76373.63777777778,91.41,64.7,0.0,-11.5942,24.4,0.0315,0.0305,BTC-31MAY24-120000-C,0.04007255,0.0305,0.0305,0.0345
0.049,92039.55,BTC,72011.29,1710223032947,BTC,SYN.BTC-14MAR24,72505.58708731517,98.15,26.8,0.0,-2.0833,26.8,0.0525,0.0455,BTC-14MAR24-69500-C,0.0577346,0.047,0.047,0.048
0.11425,782693.81,BTC,72011.29,1710223032947,BTC,SYN.BTC-31MAY24,76380.14777777778,80.45,92.0,0.0,8.0189,39.9,0.116,0.1125,BTC-31MAY24-82000-C,0.12144006,0.1145,0.106,0.122
0.09475,649778.02,BTC,72011.29,1710223032947,BTC,SYN.BTC-31MAY24,76380.14777777778,78.54,94.3,0.0,-10.3774,91.7,0.0965,0.093,BTC-31MAY24-69000-P,0.09628932,0.095,0.0935,0.106
0.50825,0.0,BTC,72011.29,1710223032947,BTC,BTC-29MAR24,73726.02,100.0,0.0,0.0,,1326.0,0.5105,0.506,BTC-29MAR24-36000-C,0.51174721,0.4805,,
1.04975,1134312.42,BTC,72011.29,1710223032947,BTC,BTC-27SEP24,80619.44,94.69,14.3,0.0,0.3894,27.2,1.063,1.0365,BTC-27SEP24-160000-P,1.06692694,1.16,1.1555,1.16
,0.0,BTC,72011.29,1710223032947,BTC,BTC-27DEC24,81002.9024,80.19,0.0,0.0,,90.5,1.2,,BTC-27DEC24-140000-P,0.84442963,0.9465,,
0.01425,654148.92,BTC,72011.29,1710223032947,BTC,SYN.BTC-14MAR24,72505.58708731517,97.73,553.2,0.0,-22.5,463.5,0.015,0.0135,BTC-14MAR24-70500-P,0.02103117,0.0155,0.014,0.022
0.0095,44593.42,BTC,72011.29,1710223032947,BTC,BTC-26APR24,75201.87,88.11,56.3,0.0,4.7619,143.7,0.01,0.009,BTC-26APR24-50000-P,0.01126035,0.011,0.0105,0.011
,1119033.4,BTC,72011.29,1710223032947,BTC,SYN.BTC-13MAR24,72435.84417463036,92.21,650.0,0.0,0.0,0.0,0.021,,BTC-13MAR24-72250-P,0.023781,0.0238,0.0237,0.0239
0.75275,0.0,BTC,72011.29,1710223032947,BTC,BTC-27SEP24,80625.95,96.58,0.0,0.0,,277.8,0.7625,0.743,BTC-27SEP24-20000-C,0.75520033,0.7205,,
0.08625,1295525.71,BTC,72011.29,1710223032947,BTC,BTC-15MAR24,72575.33,100.0,103.1,0.0,0.2841,325.4,0.172,0.0005,BTC-15MAR24-60000-C,0.17428172,0.1765,0.173,0.177
0.03025,325408.45,BTC,72011.29,1710223032947,BTC,SYN.BTC-13MAR24,72435.84417463036,97.87,143.6,0.0,23.0769,39.5,0.033,0.0275,BTC-13MAR24-70500-C,0.04175386,0.032,0.026,0.0375
0.026,2088836.31,BTC,72011.29,1710223032947,BTC,SYN.BTC-14MAR24,72505.58708731517,94.22,880.0,0.0,-23.5294,283.2,0.027,0.025,BTC-14MAR24-72000-C,0.03579324,0.026,0.0027,0.037
0.01375,0.0,BTC,72011.29,1710223032947,BTC,BTC-27SEP24,80625.95,82.94,0.0,0.0,,352.4,0.015,0.0125,BTC-27SEP24-34000-P,0.0139036,0.0155,,
0.10325,0.0,BTC,72011.29,1710223032947,BTC,BTC-27DEC24,81002.9024,100.0,0.0,0.0,,92.9,0.1065,0.1,BTC-27DEC24-58000-P,0.17260924,0.154,,
0.03125,578856.14,BTC,72011.29,1710223032947,BTC,SYN.BTC-14MAR24,72505.58708731517,94.26,246.2,0.0,-8.8235,145.0,0.0325,0.03,BTC-14MAR24-73000-P,0.035947,0.031,0.0295,0.0365
,0.0,BTC,72011.29,1710223032947,BTC,BTC-27SEP24,80619.44,70.16,0.0,0.0,,0.0,,,BTC-27SEP24-74000-C,0.23999525,,,
,0.0,BTC,72011.29,1710223032947,BTC,SYN.BTC-5APR24,74093.35500000001,67.2,0.0,0.0,,0.0,,,BTC-5APR24-76000-P,0.08414917,,,
0.00145,972.13,BTC,72011.29,1710223032947,BTC,BTC-29MAR24,73726.02,100.0,9.0,0.0,13.3333,706.5,0.0016,0.0013,BTC-29MAR24-45000-P,0.00074116,0.0017,0.0015,0.0017
0.0135,1074063.93,BTC,72011.29,1710223032947,BTC,SYN.BTC-13MAR24,72435.84417463036,91.77,783.0,0.0,-46.4286,189.6,0.0145,0.0125,BTC-13MAR24-71500-P,0.01886818,0.015,0.0135,0.028
0.33525,62607.29,BTC,72011.29,1710223032947,BTC,BTC-27SEP24,80619.44,73.2,2.9,0.0,0.0,244.6,0.4,0.2705,BTC-27SEP24-90000-P,0.2885058,0.2985,0.2985,0.2985
,0.0,BTC,72011.29,1710223032947,BTC,BTC-27DEC24,81002.9024,68.85,0.0,0.0,,0.0,,,BTC-27DEC24-88000-P,0.29721058,,,
0.2665,1674662.68,BTC,72011.29,1710223032947,BTC,BTC-15MAR24,72575.33,100.0,85.0,0.0,0.0,432.8,0.2685,0.2645,BTC-15MAR24-53000-C,0.26972166,0.272,0.2715,0.2725
,0.0,BTC,72011.29,1710223032947,BTC,BTC-26APR24,75195.36,100.0,0.0,0.0,,0.0,,,BTC-26APR24-125000-C,0.01526245,,,
0.0735,134211.68,BTC,72011.29,1710223032947,BTC,SYN.BTC-14MAR24,72505.58708731517,99.26,24.1,0.0,0.0,24.1,0.0805,0.0665,BTC-14MAR24-67000-C,0.08378622,0.077,0.077,0.077
0.00045,871.66,BTC,72011.29,1710223032947,BTC,BTC-15MAR24,72575.33,100.0,20.7,0.0,33.3333,124.0,0.0008,0.0001,BTC-15MAR24-56000-P,0.00013948,0.0008,0.0005,0.0008
,115207.95,BTC,72011.29,1710223032947,BTC,SYN.BTC-31MAY24,76380.14777777778,100.0,2.8,0.0,0.0,0.0,,,BTC-31MAY24-32000-C,0.58478712,0.6265,0.5754,0.5754
0.00555,387252.59,BTC,72011.29,1710223032947,BTC,SYN.BTC-12MAR24,72366.10126194553,93.36,280.5,0.0,-15.7895,2.0,0.011,0.0001,BTC-12MAR24-71500-C,0.02285489,0.008,0.008,0.022
,118359.75,BTC,72011.29,1710223032947,BTC,BTC-27DEC24,81002.9024,100.0,3.0,0.0,0.0,142.4,,0.5845,BTC-27DEC24-34000-C,0.62789075,0.5455,0.5455,0.5455
0.0033,5813.16,BTC,72011.29,1710223032947,BTC,BTC-26APR24,75201.87,97.76,21.6,0.0,11.4286,81.5,0.0036,0.003,BTC-26APR24-41000-P,0.00405067,0.0039,0.0035,0.0039
,0.0,BTC,72011.29,1710223032947,BTC,BTC-29MAR24,73726.02,87.89,0.0,0.0,,0.0,,,BTC-29MAR24-70500-C,0.09929874,,,
0.05925,195219.55,BTC,72011.29,1710223032947,BTC,BTC-28JUN24,77316.26,81.35,33.0,0.0,2.5,74.6,0.0835,0.035,BTC-28JUN24-100000-C,0.08691584,0.082,0.08,0.0855
,410459.51,BTC,72011.29,1710223032947,BTC,SYN.BTC-14MAR24,72505.58708731517,97.73,150.0,0.0,1.5915,0.0,0.077,,BTC-14MAR24-71250-C,0.04258473,0.0383,0.0376,0.0384
0.0935,0.0,BTC,72011.29,1710223032947,BTC,BTC-27DEC24,81002.9024,100.0,0.0,0.0,,400.2,0.0965,0.0905,BTC-27DEC24-56000-P,0.15974635,0.109,,
0.0875,512142.38,BTC,72011.29,1710223032947,BTC,SYN.BTC-31MAY24,76380.14777777778,78.54,79.3,0.0,-10.101,57.8,0.0895,0.0855,BTC-31MAY24-68000-P,0.0903176,0.089,0.0875,0.099
,0.0,BTC,72011.29,1710223032947,BTC,SYN.BTC-5APR24,74093.35500000001,64.55,0.0,0.0,,0.0,,,BTC-5APR24-71000-C,0.08848485,,,
0.0075,109440.04,BTC,72011.29,1710223032947,BTC,BTC-29MAR24,73732.53,89.94,159.1,0.0,11.1111,101.8,0.008,0.007,BTC-29MAR24-58000-P,0.00958929,0.01,0.009,0.01
0.0004,28533.12,BTC,72011.29,1710223032947,BTC,SYN.BTC-12MAR24,72366.10126194553,94.6,128.5,0.0,-71.8182,105.2,0.0007,0.0001,BTC-12MAR24-70000-P,0.00484682,0.0031,0.0013,0.011
0.325,37608.49,BTC,72011.29,1710223032947,BTC,BTC-27DEC24,81002.9024,100.0,1.0,0.0,0.0,558.8,0.45,0.2,BTC-27DEC24-55000-C,0.47441262,0.52,0.52,0.52
0.01475,22805.84,BTC,72011.29,1710223032947,BTC,BTC-27DEC24,81002.9024,100.0,21.9,0.0,0.0,85.9,0.0165,0.013,BTC-27DEC24-30000-P,0.03403391,0.0145,0.0145,0.0145
,0.0,BTC,72011.29,1710223032947,BTC,SYN.BTC-5APR24,74093.35500000001,69.41,0.0,0.0,,0.0,,,BTC-5APR24-79000-C,0.04582106,,,
0.0915,535008.55,BTC,72011.29,1710223032947,BTC,SYN.BTC-31MAY24,76373.63777777778,81.21,79.0,0.0,8.2353,35.2,0.092,0.091,BTC-31MAY24-88000-C,0.09776379,0.092,0.085,0.097
0.0052,177023.87,BTC,72011.29,1710223032947,BTC,SYN.BTC-13MAR24,72435.84417463036,99.56,310.3,0.0,-72.2222,189.4,0.006,0.0044,BTC-13MAR24-69500-P,0.01103703,0.005,0.005,0.018
,0.0,BTC,72011.29,1710223032947,BTC,SYN.BTC-5APR24,74093.35500000001,73.76,0.0,0.0,,0.0,,,BTC-5APR24-85000-P,0.1757101,,,
0.05525,202543.42,BTC,72011.29,1710223032947,BTC,BTC-15MAR24,72575.33,95.88,50.7,0.0,1.982,60.7,0.0705,0.04,BTC-15MAR24-75000-P,0.05809176,0.0566,0.054,0.0566
0.0505,425196.71,BTC,72011.29,1710223032947,BTC,BTC-26APR24,75201.87,83.84,95.4,0.0,11.1111,23.7,0.061,0.04,BTC-26APR24-86000-C,0.06715392,0.06,0.054,0.066
0.3475,261516.42,BTC,72011.29,1710223032947,BTC,BTC-15MAR24,72575.33,100.0,10.2,0.0,0.0,38.3,0.3515,0.3435,BTC-15MAR24-47000-C,0.3523761,0.3545,0.3545,0.3545
0.1325,788238.88,BTC,72011.29,1710223032947,BTC,SYN.BTC-31MAY24,76380.14777777778,79.48,80.3,0.0,8.0972,110.7,0.1345,0.1305,BTC-31MAY24-78000-C,0.13943474,0.1335,0.1235,0.1405
,0.0,BTC,72011.29,1710223032947,BTC,BTC-28JUN24,77316.26,78.73,0.0,0.0,,0.0,,,BTC-28JUN24-68000-P,0.10652381,,,
0.3115,0.0,BTC,72011.29,1710223032947,BTC,BTC-22MAR24,73182.95,100.0,0.0,0.0,,29.9,0.3185,0.3045,BTC-22MAR24-50000-C,0.31744924,0.2695,,
0.06675,402022.41,BTC,72011.29,1710223032947,BTC,SYN.BTC-31MAY24,76373.63777777778,78.54,82.0,0.0,-12.987,44.8,0.0685,0.065,BTC-31MAY24-64000-P,0.06852578,0.067,0.0665,0.077
,0.0,BTC,72011.29,1710223032947,BTC,BTC-27SEP24,80619.44,78.99,0.0,0.0,,0.0,,,BTC-27SEP24-84000-P,0.25614552,,,
0.02075,700317.1,BTC,72011.29,1710223032947,BTC,SYN.BTC-14MAR24,72505.58708731517,91.91,440.7,0.0,-21.1538,388.1,0.021,0.0205,BTC-14MAR24-71500-P,0.02484194,0.0205,0.02,0.026
0.37125,12470299.96,BTC,72011.29,1710223032947,BTC,BTC-29MAR24,73732.53,97.26,465.8,0.0,-4.5278,94.1,0.3755,0.367,BTC-29MAR24-100000-P,0.36497576,0.369,0.3675,0.3865
0.38,1923601.96,BTC,72011.29,1710223032947,BTC,BTC-26APR24,75201.87,91.39,70.3,0.0,-2.0725,260.1,0.381,0.379,BTC-26APR24-47000-C,0.38321544,0.378,0.378,0.386
0.299,0.0,BTC,72011.29,1710223032947,BTC,SYN.BTC-31MAY24,76373.63777777778,79.99,0.0,0.0,,90.4,0.306,0.292,BTC-31MAY24-56000-C,0.30341283,0.2415,,
,0.0,BTC,72011.29,1710223032947,BTC,SYN.BTC-31MAY24,76373.63777777778,100.0,0.0,0.0,,0.0,,,BTC-31MAY24-39000-C,0.50067332,,,
0.00975,268081.22,BTC,72011.29,1710223032947,BTC,BTC-22MAR24,73182.95,88.8,318.0,0.0,-40.625,143.7,0.0105,0.009,BTC-22MAR24-63000-P,0.01204947,0.0095,0.0095,0.016
0.00035,0.0,BTC,72011.29,1710223032947,BTC,BTC-15MAR24,72575.33,100.0,0.0,0.0,,46.8,0.0006,0.0001,BTC-15MAR24-44000-P,0.0,0.0007,,
,5707.2,BTC,72011.29,1710223032947,BTC,SYN.BTC-12MAR24,72366.10126194553,100.0,1.0,0.0,0.0,1.0,0.1045,,BTC-12MAR24-65500-C,0.09504043,0.0795,0.0795,0.0795
0.00145,0.0,BTC,72011.29,1710223032947,BTC,BTC-28JUN24,77316.26,97.13,0.0,0.0,,131.8,0.0018,0.0011,BTC-28JUN24-25000-P,0.00174347,0.0032,,
0.3865,1562722.72,BTC,72011.29,1710223032947,BTC,BTC-29MAR24,73732.53,100.0,57.3,0.0,2.635,943.5,0.3885,0.3845,BTC-29MAR24-45000-C,0.39039638,0.3895,0.3795,0.394
0.0705,155294.14,BTC,72011.29,1710223032947,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,30.8,0.0,-4.8611,1.6,0.0745,0.0665,BTC-13MAR24-77000-P,0.070115,0.0685,0.0645,0.0755
0.05925,0.0,BTC,72011.29,1710223032947,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,0.0,0.0,,0.0,0.0665,0.052,BTC-13MAR24-76000-P,0.05910234,,,
0.0004,6515.09,BTC,72011.29,1710223032947,BTC,BTC-15MAR24,72575.33,100.0,126.9,0.0,0.0,78.2,0.0006,0.0002,BTC-15MAR24-57000-P,0.00024226,0.0009,0.0005,0.0009
0.1145,736617.84,BTC,72011.29,1710223032947,BTC,SYN.BTC-31MAY24,76380.14777777778,78.28,88.3,0.0,-9.8814,133.9,0.1165,0.1125,BTC-31MAY24-72000-P,0.11494692,0.114,0.113,0.1265
,3261721.21,BTC,72011.29,1710223032947,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,350.0,0.0,139.4366,10.0,0.0019,,BTC-13MAR24-68750-C,0.0593548,0.136,0.0568,0.136
,0.0,BTC,72011.29,1710223032947,BTC,BTC-26APR24,75195.36,100.0,0.0,0.0,,0.0,,,BTC-26APR24-31000-P,0.00044342,0.5055,,
0.00675,263119.79,BTC,72011.29,1710223032947,BTC,SYN.BTC-14MAR24,72505.58708731517,98.15,511.4,0.0,-36.8421,401.2,0.0075,0.006,BTC-14MAR24-68000-P,0.01051829,0.006,0.006,0.0105
,113522.46,BTC,72011.29,1710223032947,BTC,BTC-27DEC24,81002.9024,100.0,3.0,0.0,0.0,200.6,,0.523,BTC-27DEC24-40000-C,0.5784621,0.533,0.533,0.533
,0.0,BTC,72011.29,1710223032947,BTC,SYN.BTC-12MAR24,72366.10126194553,93.85,0.0,0.0,,0.0,0.047,,BTC-12MAR24-70750-C,0.02973116,,,
,0.0,BTC,72011.29,1710223032947,BTC,SYN.BTC-14MAR24,72142.0271002483,100.0,0.0,0.0,,0.0,0.0155,,BTC-14MAR24-78500-C,0.00522446,,,
0.25125,1556925.15,BTC,72011.29,1710223032947,BTC,BTC-26APR24,75201.87,84.99,83.6,0.0,-7.7491,70.7,0.2545,0.248,BTC-26APR24-90000-P,0.2522448,0.25,0.249,0.272
0.1485,678558.61,BTC,72011.29,1710223032947,BTC,SYN.BTC-31MAY24,76380.14777777778,78.82,62.5,0.0,15.9533,151.5,0.1495,0.1475,BTC-31MAY24-75000-C,0.15489886,0.149,0.1285,0.1565
0.02425,213319.74,BTC,72011.29,1710223032947,BTC,BTC-26APR24,75201.87,89.74,119.1,0.0,14.6341,152.8,0.025,0.0235,BTC-26APR24-105000-C,0.02808661,0.0235,0.0205,0.026
0.0038,6295.67,BTC,72011.29,1710223032947,BTC,BTC-26APR24,75201.87,96.43,21.2,0.0,10.2564,74.9,0.004,0.0036,BTC-26APR24-42000-P,0.00453359,0.0043,0.0039,0.0043
0.08125,662973.08,BTC,72011.29,1710223032947,BTC,SYN.BTC-14MAR24,72505.58708731517,99.26,85.0,0.0,-71.8457,35.0,0.1355,0.027,BTC-14MAR24-65500-C,0.10125259,0.027,0.027,0.1755
0.38775,0.0,BTC,72011.29,1710223032947,BTC,SYN.BTC-31MAY24,76373.63777777778,83.05,0.0,0.0,,58.8,0.4,0.3755,BTC-31MAY24-48000-C,0.38903479,0.337,,
,0.0,BTC,72011.29,1710223032947,BTC,BTC-26APR24,75195.36,100.0,0.0,0.0,,0.0,,,BTC-26APR24-31000-C,0.58818652,,,
,0.0,BTC,72011.29,1710223032947,BTC,BTC-26APR24,75261.53,88.34,0.0,0.0,,0.0,,,BTC-26APR24-83000-C,0.08495703,,,
,0.0,BTC,72011.29,1710223032947,BTC,BTC-15MAR24,72575.33,100.0,0.0,0.0,,0.0,0.3425,,BTC-15MAR24-90000-P,0.2407817,,,
,0.0,BTC,72011.29,1710223032947,BTC,SYN.BTC-13MAR24,72435.84417463036,98.62,0.0,0.0,,0.0,0.015,,BTC-13MAR24-70250-P,0.01402091,,,
0.0145,487894.1,BTC,72011.29,1710223032947,BTC,SYN.BTC-13MAR24,72435.84417463036,95.43,306.7,0.0,-32.6531,36.2,0.015,0.014,BTC-13MAR24-72500-C,0.02552262,0.0165,0.016,0.026
,22420.45,BTC,72011.29,1710223032947,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,100.0,0.0,0.0,0.0,0.09,,BTC-13MAR24-68250-C,0.06476497,0.0031,0.0031,0.0031
,0.0,BTC,72011.29,1710223032947,BTC,BTC-29MAR24,73726.02,89.88,0.0,0.0,,0.0,,,BTC-29MAR24-63500-P,0.02383264,,,
,92865.21,BTC,72011.29,1710223032948,BTC,BTC-27DEC24,81002.9024,100.0,3.0,0.0,0.0,254.4,,0.482,BTC-27DEC24-44000-C,0.54813574,0.428,0.428,0.428
0.05375,80062.69,BTC,72011.29,1710223032948,BTC,SYN.BTC-14MAR24,72505.58708731517,98.15,20.5,0.0,0.0,20.5,0.0575,0.05,BTC-14MAR24-69000-C,0.0625099,0.054,0.054,0.054
0.062,290198.21,BTC,72011.29,1710223032948,BTC,SYN.BTC-31MAY24,76373.63777777778,78.57,63.9,0.0,-10.7914,49.2,0.0635,0.0605,BTC-31MAY24-63000-P,0.06364557,0.062,0.0615,0.0695
0.09,0.0,BTC,72011.29,1710223032948,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,0.0,0.0,,0.0,0.0975,0.0825,BTC-13MAR24-65500-C,0.09775556,,,
,0.0,BTC,72011.29,1710223032948,BTC,BTC-26APR24,75195.36,100.0,0.0,0.0,,0.0,,,BTC-26APR24-110000-P,0.4933789,,,
0.0005,7237.73,BTC,72011.29,1710223032948,BTC,BTC-15MAR24,72575.33,100.0,89.4,0.0,-28.5714,309.3,0.0008,0.0002,BTC-15MAR24-59000-P,0.0006589,0.001,0.0007,0.0015
0.13125,1034943.18,BTC,72011.29,1710223032948,BTC,BTC-26APR24,75201.87,80.22,91.2,0.0,8.9701,148.7,0.1665,0.096,BTC-26APR24-67000-C,0.16983125,0.164,0.1505,0.1715
0.22475,2356063.44,BTC,72011.29,1710223032948,BTC,BTC-15MAR24,72575.33,100.0,141.0,0.0,-1.0823,453.6,0.227,0.2225,BTC-15MAR24-56000-C,0.22850233,0.2285,0.2285,0.232
0.03675,815628.7,BTC,72011.29,1710223032948,BTC,BTC-15MAR24,72575.33,95.02,293.2,0.0,-10.9756,165.4,0.0375,0.036,BTC-15MAR24-73000-P,0.04126076,0.0365,0.0345,0.042
0.0995,556502.76,BTC,72011.29,1710223032948,BTC,BTC-22MAR24,73182.95,87.07,75.3,0.0,16.6667,153.6,0.1025,0.0965,BTC-22MAR24-67000-C,0.10883927,0.1015,0.087,0.1075
0.014,92729.08,BTC,72011.29,1710223032948,BTC,BTC-26APR24,75201.87,85.2,87.8,0.0,-9.375,110.2,0.0145,0.0135,BTC-26APR24-53000-P,0.01527691,0.0145,0.014,0.017
,0.0,BTC,72011.29,1710223032948,BTC,BTC-27SEP24,80619.44,91.24,0.0,0.0,,0.0,,,BTC-27SEP24-82000-C,0.25800403,,,
0.42775,0.0,BTC,72011.29,1710223032948,BTC,SYN.BTC-31MAY24,76373.63777777778,91.41,0.0,0.0,,76.9,0.4415,0.414,BTC-31MAY24-105000-P,0.44111884,0.521,,
,0.0,BTC,72011.29,1710223032948,BTC,BTC-29MAR24,73726.02,87.9,0.0,0.0,,0.0,,,BTC-29MAR24-68500-P,0.04418362,,,
0.142,0.0,BTC,72011.29,1710223032948,BTC,BTC-27DEC24,81002.9024,90.9,0.0,0.0,,170.1,0.1455,0.1385,BTC-27DEC24-65000-P,0.19488165,0.2125,,
,0.0,BTC,72011.29,1710223032948,BTC,SYN.BTC-12MAR24,72366.10126194553,95.79,0.0,0.0,,0.0,0.0415,,BTC-12MAR24-74500-P,0.03560975,,,
,114404.44,BTC,72011.29,1710223032948,BTC,BTC-27SEP24,80619.44,84.54,2.6,0.0,3.0844,178.0,0.6415,,BTC-27SEP24-30000-C,0.63684081,0.635,0.616,0.635
0.02375,552256.97,BTC,72011.29,1710223032948,BTC,SYN.BTC-14MAR24,72505.58708731517,94.22,297.4,0.0,-30.4348,192.8,0.024,0.0235,BTC-14MAR24-72000-P,0.02882017,0.024,0.023,0.0345
0.0165,485654.08,BTC,72011.29,1710223032948,BTC,BTC-15MAR24,72575.33,95.88,293.5,0.0,-17.0213,129.0,0.0175,0.0155,BTC-15MAR24-75000-C,0.02464914,0.0195,0.0185,0.096
0.0205,727100.43,BTC,72011.29,1710223032948,BTC,BTC-22MAR24,73182.95,87.07,439.4,0.0,-38.2353,120.8,0.021,0.02,BTC-22MAR24-67000-P,0.02431628,0.021,0.02,0.034
,0.0,BTC,72011.29,1710223032948,BTC,BTC-27DEC24,81002.9024,67.27,0.0,0.0,,0.0,,,BTC-27DEC24-76000-C,0.26075719,,,
0.63775,17357.76,BTC,72011.29,1710223032948,BTC,SYN.BTC-31MAY24,76380.14777777778,91.41,0.5,0.0,0.0,75.6,0.8035,0.472,BTC-31MAY24-110000-P,0.49624516,0.48,0.48,0.48
0.0004,1202.64,BTC,72011.29,1710223032948,BTC,BTC-15MAR24,72575.33,100.0,34.9,0.0,0.0,94.8,0.0007,0.0001,BTC-15MAR24-55000-P,7.738e-05,0.0006,0.0004,0.0006
0.4675,2205427.87,BTC,72011.29,1710223032948,BTC,BTC-26APR24,75201.87,99.57,66.2,0.0,1.6251,366.4,0.4705,0.4645,BTC-26APR24-40000-C,0.47175712,0.469,0.4615,0.469
,0.0,BTC,72011.29,1710223032948,BTC,BTC-28JUN24,77316.26,73.27,0.0,0.0,,0.0,,,BTC-28JUN24-78000-P,0.16356847,,,
,1180.21,BTC,72011.29,1710223032948,BTC,SYN.BTC-12MAR24,72366.10126194553,100.0,35.7,0.0,-87.5,25.8,0.0001,,BTC-12MAR24-65500-P,0.00016035,0.0002,0.0002,0.0016
0.0195,94517.96,BTC,72011.29,1710223032948,BTC,BTC-26APR24,75201.87,83.63,62.9,0.0,-4.7619,43.2,0.02,0.019,BTC-26APR24-56000-P,0.02129012,0.02,0.02,0.0225
0.00505,36760.64,BTC,72011.29,1710223032948,BTC,BTC-26APR24,75201.87,94.13,100.9,0.0,14.5833,78.4,0.0055,0.0046,BTC-26APR24-44000-P,0.00573726,0.0055,0.0046,0.0055
0.766,0.0,BTC,72011.29,1710223032948,BTC,BTC-27DEC24,81002.9024,76.63,0.0,0.0,,0.0,1.15,0.382,BTC-27DEC24-105000-P,0.4763106,,,
0.4,102049.19,BTC,72011.29,1710223032948,BTC,BTC-29MAR24,73732.53,100.0,3.5,0.0,0.1241,591.4,0.402,0.398,BTC-29MAR24-44000-C,0.40376224,0.4035,0.403,0.4035
,0.0,BTC,72011.29,1710223032948,BTC,BTC-27SEP24,80625.95,82.91,0.0,0.0,,0.0,,,BTC-27SEP24-68000-P,0.15194761,,,
0.01225,187151.65,BTC,72011.29,1710223032948,BTC,BTC-29MAR24,73732.53,89.88,222.0,0.0,-16.6667,409.2,0.015,0.0095,BTC-29MAR24-60000-P,0.01370429,0.01,0.01,0.013
,0.0,BTC,72011.29,1710223032948,BTC,SYN.BTC-13MAR24,72435.84417463036,97.48,0.0,0.0,,0.0,0.0325,,BTC-13MAR24-72750-C,0.02445444,,,
0.09075,358202.79,BTC,72011.29,1710223032948,BTC,BTC-15MAR24,72575.33,94.88,51.6,0.0,-7.5,470.2,0.093,0.0885,BTC-15MAR24-66000-C,0.09823311,0.0925,0.0905,0.1
0.15175,523830.02,BTC,72011.29,1710223032948,BTC,BTC-28JUN24,77316.26,77.89,47.9,0.0,-0.3311,197.4,0.1535,0.15,BTC-28JUN24-75000-P,0.15116975,0.1505,0.1485,0.153
0.03975,538070.61,BTC,72011.29,1710223032948,BTC,BTC-29MAR24,73726.02,87.89,174.8,0.0,-31.4815,10.6,0.0405,0.039,BTC-29MAR24-69000-P,0.04686517,0.037,0.037,0.054
0.6445,3477104.15,BTC,72011.29,1710223032948,BTC,BTC-29MAR24,73732.53,100.0,75.0,0.0,1.1615,1774.7,0.6465,0.6425,BTC-29MAR24-26000-C,0.64735638,0.6445,0.6371,0.6485
0.07925,303821.81,BTC,72011.29,1710223032948,BTC,SYN.BTC-31MAY24,76380.14777777778,81.37,52.3,0.0,8.1633,32.7,0.08,0.0785,BTC-31MAY24-92000-C,0.08406261,0.0795,0.0735,0.085
,0.0,BTC,72011.29,1710223032948,BTC,SYN.BTC-5APR24,74093.35500000001,64.55,0.0,0.0,,0.0,,,BTC-5APR24-71000-P,0.04673542,,,
0.20925,0.0,BTC,72011.29,1710223032948,BTC,SYN.BTC-31MAY24,76373.63777777778,78.5,0.0,0.0,,103.3,0.217,0.2015,BTC-31MAY24-66000-C,0.21478253,0.182,,
0.20025,0.0,BTC,72011.29,1710223032948,BTC,BTC-27SEP24,80625.95,76.17,0.0,0.0,,163.8,0.203,0.1975,BTC-27SEP24-85000-C,0.20168357,0.152,,
0.13675,912963.42,BTC,72011.29,1710223032948,BTC,SYN.BTC-31MAY24,76373.63777777778,78.83,91.7,0.0,-6.1856,83.4,0.1385,0.135,BTC-31MAY24-75000-P,0.1368934,0.1365,0.135,0.1455
,0.0,BTC,72011.29,1710223032948,BTC,SYN.BTC-31MAY24,76373.63777777778,100.0,0.0,0.0,,0.0,,,BTC-31MAY24-41000-C,0.47781531,,,
,0.0,BTC,72011.29,1710223032948,BTC,BTC-29MAR24,73726.02,89.88,0.0,0.0,,0.0,,,BTC-29MAR24-64000-C,0.15756662,,,
,0.0,BTC,72011.29,1710223032948,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,0.0,0.0,,0.0,0.1065,,BTC-13MAR24-66750-C,0.08217229,,,
0.35475,1683259.46,BTC,72011.29,1710223032948,BTC,BTC-26APR24,75201.87,88.84,67.4,0.0,3.655,362.9,0.3565,0.353,BTC-26APR24-49000-C,0.35838364,0.3545,0.342,0.3545
,0.0,BTC,72011.29,1710223032948,BTC,SYN.BTC-5APR24,74093.35500000001,69.41,0.0,0.0,,0.0,,,BTC-5APR24-79000-P,0.11204353,,,
