mid_price,volume_usd,quote_currency,estimated_delivery_price,creation_timestamp,base_currency,underlying_index,underlying_price,mark_iv,volume,interest_rate,price_change,open_interest,ask_price,bid_price,instrument_name,mark_price,last,low,high
,365055.49,BTC,72011.29,1710223032940,BTC,SYN.BTC-14MAR24,72505.58708731517,40.0,325.0,0.0,0.0,25.0,0.07,,BTC-14MAR24-72250-C,0.01552579,0.0152,0.0152,0.016
0.01925,42874.6,BTC,72011.29,1710223032940,BTC,SYN.BTC-12MAR24,72366.10126194553,95.44,22.1,0.0,-21.1196,12.5,0.03,0.0085,BTC-12MAR24-74000-P,0.03046327,0.031,0.0001,0.0393
,0.0,BTC,72011.29,1710223032940,BTC,SYN.BTC-12MAR24,72366.10126194553,97.39,0.0,0.0,,0.0,0.0023,,BTC-12MAR24-68250-P,0.00159514,0.0183,,
,0.0,BTC,72011.29,1710223032940,BTC,BTC-22MAR24,73182.95,100.0,0.0,0.0,,0.0,,,BTC-22MAR24-51000-P,0.00089696,0.0001,,
0.429,3253084.02,BTC,72011.29,1710223032940,BTC,BTC-26APR24,75201.87,96.34,106.0,0.0,2.6253,150.7,0.432,0.426,BTC-26APR24-43000-C,0.43355421,0.43,0.419,0.43
,0.0,BTC,72011.29,1710223032940,BTC,SYN.BTC-12MAR24,72366.10126194553,98.3,0.0,0.0,,0.0,0.0018,,BTC-12MAR24-67750-P,0.00112362,0.0145,,
0.162,0.0,BTC,72011.29,1710223032940,BTC,SYN.BTC-31MAY24,76373.63777777778,80.81,0.0,0.0,,60.3,0.222,0.102,BTC-31MAY24-84000-P,0.21300086,0.27,,
,15196.98,BTC,72011.29,1710223032940,BTC,SYN.BTC-12MAR24,72366.10126194553,97.39,90.3,0.0,-98.75,37.2,0.002,,BTC-12MAR24-68000-P,0.00131504,0.0001,0.0001,0.008
0.00625,9027.42,BTC,72011.29,1710223032940,BTC,SYN.BTC-31MAY24,76373.63777777778,100.0,18.9,0.0,7.6923,16.0,0.007,0.0055,BTC-31MAY24-40000-P,0.01291278,0.007,0.0065,0.007
0.38125,354259.11,BTC,72011.29,1710223032940,BTC,BTC-28JUN24,77322.77,81.88,13.1,0.0,4.5706,682.4,0.3835,0.379,BTC-28JUN24-50000-C,0.38422234,0.3775,0.361,0.3775
,0.0,BTC,72011.29,1710223032940,BTC,BTC-27DEC24,81002.9024,100.0,0.0,0.0,,173.3,,,BTC-27DEC24-42000-C,0.56304691,0.454,,
,755424.39,BTC,72011.29,1710223032940,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,75.0,0.0,52.8796,10.0,0.0048,,BTC-13MAR24-67750-C,0.07038317,0.146,0.0955,0.146
0.03325,520346.77,BTC,72011.29,1710223032940,BTC,SYN.BTC-14MAR24,72505.58708731517,97.73,181.6,0.0,-15.0,96.8,0.0345,0.032,BTC-14MAR24-71000-C,0.04456428,0.034,0.034,0.045
,0.0,BTC,72011.29,1710223032940,BTC,BTC-27DEC24,81002.9024,71.99,0.0,0.0,,0.0,,,BTC-27DEC24-82000-P,0.25976713,,,
,411150.34,BTC,72011.29,1710223032940,BTC,BTC-27DEC24,81002.9024,100.0,13.6,0.0,0.0,472.4,,0.4465,BTC-27DEC24-48000-C,0.51976054,0.4405,0.4405,0.4405
,0.0,BTC,72011.29,1710223032940,BTC,BTC-28JUN24,77316.26,71.65,0.0,0.0,,0.0,,,BTC-28JUN24-74000-P,0.13112711,0.119,,
,0.0,BTC,72011.29,1710223032940,BTC,BTC-26APR24,75195.36,80.96,0.0,0.0,,0.0,,,BTC-26APR24-81000-C,0.08363014,,,
,0.0,BTC,72011.29,1710223032940,BTC,BTC-22MAR24,73182.95,99.95,0.0,0.0,,0.0,,,BTC-22MAR24-55000-C,0.251401,,,
0.00575,0.0,BTC,72011.29,1710223032940,BTC,BTC-27SEP24,80619.44,90.32,0.0,0.0,,275.4,0.0065,0.005,BTC-27SEP24-25000-P,0.00572986,0.0065,,
0.00775,404874.28,BTC,72011.29,1710223032940,BTC,BTC-29MAR24,73732.53,90.6,357.1,0.0,-12.9032,208.9,0.015,0.0005,BTC-29MAR24-90000-C,0.01831658,0.0135,0.0135,0.018
,3.42,BTC,72011.29,1710223032940,BTC,BTC-15MAR24,72575.33,100.0,0.5,0.0,0.0,176.9,0.0005,,BTC-15MAR24-45000-P,2e-08,0.0001,0.0001,0.0001
0.00675,313535.41,BTC,72011.29,1710223032940,BTC,SYN.BTC-14MAR24,72505.58708731517,100.0,429.4,0.0,8400.0,356.5,0.007,0.0065,BTC-14MAR24-76500-C,0.01431376,0.0085,0.0001,0.0145
,0.0,BTC,72011.29,1710223032940,BTC,SYN.BTC-31MAY24,76373.63777777778,78.11,0.0,0.0,,0.0,,,BTC-31MAY24-83000-P,0.19924847,,,
0.02675,0.0,BTC,72011.29,1710223032940,BTC,BTC-27SEP24,80619.44,82.94,0.0,0.0,,362.2,0.0275,0.026,BTC-27SEP24-42000-P,0.03170181,0.0325,,
0.10325,0.0,BTC,72011.29,1710223032940,BTC,BTC-27DEC24,81002.9024,93.01,0.0,0.0,,0.3,0.106,0.1005,BTC-27DEC24-150000-C,0.1428964,0.028,,
0.02725,124330.06,BTC,72011.29,1710223032940,BTC,SYN.BTC-31MAY24,76373.63777777778,81.32,63.8,0.0,-7.0175,67.9,0.0285,0.026,BTC-31MAY24-53000-P,0.02853767,0.0265,0.0265,0.0285
,0.0,BTC,72011.29,1710223032940,BTC,SYN.BTC-31MAY24,76373.63777777778,100.0,0.0,0.0,,0.0,,,BTC-31MAY24-140000-P,0.86221241,,,
,0.0,BTC,72011.29,1710223032940,BTC,BTC-27DEC24,80645.83520000002,93.18,0.0,0.0,,0.0,,,BTC-27DEC24-190000-C,0.09538987,,,
0.052,55881.15,BTC,72011.29,1710223032940,BTC,SYN.BTC-14MAR24,72505.58708731517,100.0,15.3,0.0,0.0,15.3,0.0585,0.0455,BTC-14MAR24-75000-P,0.05473422,0.0505,0.0505,0.0505
0.1245,604215.36,BTC,72011.29,1710223032940,BTC,BTC-28JUN24,77316.26,79.08,65.0,0.0,13.5965,33.0,0.129,0.12,BTC-28JUN24-85000-C,0.1338926,0.1295,0.114,0.133
0.0008,9034.69,BTC,72011.29,1710223032940,BTC,BTC-15MAR24,72575.33,100.0,80.2,0.0,-36.8421,678.7,0.0011,0.0005,BTC-15MAR24-60000-P,0.00103582,0.0012,0.0009,0.0019
0.20925,1036331.57,BTC,72011.29,1710223032940,BTC,BTC-26APR24,75201.87,81.15,71.1,0.0,6.0759,69.2,0.211,0.2075,BTC-26APR24-62000-C,0.21430673,0.2095,0.1975,0.2095
0.3015,236525.92,BTC,72011.29,1710223032940,BTC,BTC-28JUN24,77316.26,81.88,11.0,0.0,4.5139,34.0,0.311,0.292,BTC-28JUN24-58000-C,0.30984969,0.301,0.288,0.301
0.25375,4517814.38,BTC,72011.29,1710223032940,BTC,BTC-29MAR24,73732.53,93.1,244.6,0.0,3.0181,421.8,0.2565,0.251,BTC-29MAR24-55000-C,0.26008066,0.256,0.03,0.263
0.51625,1007583.59,BTC,72011.29,1710223032940,BTC,BTC-28JUN24,77316.26,86.69,27.0,0.0,-0.291,560.0,0.518,0.5145,BTC-28JUN24-38000-C,0.51804267,0.514,0.514,0.518
,0.0,BTC,72011.29,1710223032940,BTC,BTC-27SEP24,80619.44,94.69,0.0,0.0,,0.0,,,BTC-27SEP24-150000-P,0.95526836,,,
0.035,379267.49,BTC,72011.29,1710223032940,BTC,BTC-29MAR24,73732.53,89.88,208.0,0.0,-29.0323,298.3,0.05,0.02,BTC-29MAR24-65000-P,0.0294323,0.022,0.022,0.031
0.0035,0.0,BTC,72011.29,1710223032940,BTC,BTC-27DEC24,81002.9024,100.0,0.0,0.0,,80.8,0.006,0.001,BTC-27DEC24-20000-P,0.01034819,0.008,,
0.40475,0.0,BTC,72011.29,1710223032940,BTC,BTC-28JUN24,77316.26,81.88,0.0,0.0,,155.8,0.4095,0.4,BTC-28JUN24-48000-C,0.40458816,0.3725,,
0.34125,0.0,BTC,72011.29,1710223032940,BTC,SYN.BTC-31MAY24,76380.14777777778,81.66,0.0,0.0,,70.1,0.3475,0.335,BTC-31MAY24-52000-C,0.34521212,0.288,,
0.13475,797773.72,BTC,72011.29,1710223032940,BTC,BTC-26APR24,75201.87,81.27,81.6,0.0,-1.8519,6.6,0.136,0.1335,BTC-26APR24-78000-P,0.1360404,0.1325,0.1325,0.138
0.44625,561603.33,BTC,72011.29,1710223032940,BTC,BTC-28JUN24,77316.26,82.5,17.6,0.0,1.7222,165.7,0.454,0.4385,BTC-28JUN24-44000-C,0.4477602,0.443,0.4355,0.4435
0.53575,39163.46,BTC,72011.29,1710223032940,BTC,BTC-29MAR24,73726.02,100.0,1.0,0.0,0.0,1112.8,0.5375,0.534,BTC-29MAR24-34000-C,0.5388588,0.5415,0.5415,0.5415
0.399,0.0,BTC,72011.29,1710223032940,BTC,SYN.BTC-31MAY24,76380.14777777778,84.17,0.0,0.0,,98.2,0.411,0.387,BTC-31MAY24-47000-C,0.40091548,0.349,,
0.18675,0.0,BTC,72011.29,1710223032940,BTC,BTC-26APR24,75201.87,83.01,0.0,0.0,,40.6,0.2005,0.173,BTC-26APR24-84000-P,0.19073206,0.249,,
,0.0,BTC,72011.29,1710223032940,BTC,BTC-27DEC24,81002.9024,90.9,0.0,0.0,,0.8,,,BTC-27DEC24-66000-P,0.20176025,0.2625,,
,0.0,BTC,72011.29,1710223032940,BTC,BTC-29MAR24,73726.02,89.19,0.0,0.0,,0.0,,,BTC-29MAR24-73500-C,0.07966091,,,
0.01,383931.61,BTC,72011.29,1710223032940,BTC,SYN.BTC-14MAR24,72505.58708731517,98.15,449.9,0.0,-26.6667,223.6,0.0105,0.0095,BTC-14MAR24-69500-P,0.01628142,0.011,0.01,0.015
0.18775,0.0,BTC,72011.29,1710223032940,BTC,BTC-27DEC24,81002.9024,76.63,0.0,0.0,,0.7,0.191,0.1845,BTC-27DEC24-105000-C,0.17994407,0.148,,
0.525,0.0,BTC,72011.29,1710223032940,BTC,BTC-27DEC24,81002.9024,69.39,0.0,0.0,,176.8,0.87,0.18,BTC-27DEC24-75000-C,0.27290987,0.0001,,
,0.0,BTC,72011.29,1710223032940,BTC,BTC-27DEC24,81002.9024,100.0,0.0,0.0,,577.2,,,BTC-27DEC24-54000-C,0.48057472,0.3915,,
0.2695,0.0,BTC,72011.29,1710223032940,BTC,SYN.BTC-31MAY24,76380.14777777778,80.0,0.0,0.0,,145.4,0.2765,0.2625,BTC-31MAY24-59000-C,0.27540865,0.2175,,
0.0029,364522.17,BTC,72011.29,1710223032940,BTC,SYN.BTC-12MAR24,72366.10126194553,92.43,329.3,0.0,37.5,86.8,0.0041,0.0017,BTC-12MAR24-72000-C,0.01872316,0.0055,0.0001,0.02
0.34225,771487.55,BTC,72011.29,1710223032940,BTC,BTC-26APR24,75201.87,88.11,31.2,0.0,0.2928,251.2,0.344,0.3405,BTC-26APR24-50000-C,0.34632986,0.3425,0.3415,0.3425
0.426,1538260.48,BTC,72011.29,1710223032940,BTC,BTC-26APR24,75201.87,89.77,48.9,0.0,-4.6719,72.6,0.429,0.423,BTC-26APR24-105000-P,0.42447759,0.4285,0.4285,0.4495
0.307,1523084.03,BTC,72011.29,1710223032940,BTC,BTC-26APR24,75201.87,85.2,70.7,0.0,4.2662,102.2,0.3085,0.3055,BTC-26APR24-53000-C,0.31045059,0.3055,0.293,0.306
,0.0,BTC,72011.29,1710223032940,BTC,BTC-15MAR24,72575.33,100.0,0.0,0.0,,0.0,,,BTC-15MAR24-40000-P,0.0,,,
,0.0,BTC,72011.29,1710223032940,BTC,BTC-22MAR24,73182.95,100.0,0.0,0.0,,0.0,,,BTC-22MAR24-46000-C,0.37160119,0.2155,,
0.0029,81369.26,BTC,72011.29,1710223032940,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,178.3,0.0,-65.2632,98.8,0.0035,0.0023,BTC-13MAR24-76000-C,0.00989803,0.0033,0.0033,0.0095
,0.0,BTC,72011.29,1710223032940,BTC,BTC-15MAR24,72575.33,100.0,0.0,0.0,,0.0,,0.005,BTC-15MAR24-40000-C,0.4488306,,,
,9561865.22,BTC,72011.29,1710223032940,BTC,BTC-27DEC24,81002.9024,93.01,100.0,0.0,0.1877,74.0,1.55,,BTC-27DEC24-180000-P,1.32731393,1.3343,1.3318,1.3343
,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-31MAY24,76373.63777777778,100.0,0.0,0.0,,0.0,,,BTC-31MAY24-125000-P,0.68160288,,,
0.02425,60094.84,BTC,72011.29,1710223032941,BTC,SYN.BTC-31MAY24,76373.63777777778,81.66,33.6,0.0,2.0833,60.4,0.025,0.0235,BTC-31MAY24-52000-P,0.02603472,0.0245,0.024,0.026
0.03725,19966.39,BTC,72011.29,1710223032941,BTC,BTC-27SEP24,80619.44,82.94,7.6,0.0,0.0,260.9,0.0395,0.035,BTC-27SEP24-46000-P,0.04401441,0.0365,0.0365,0.0365
,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-12MAR24,72366.10126194553,100.0,0.0,0.0,,0.0,0.1235,,BTC-12MAR24-64000-C,0.115638,,,
,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-5APR24,74093.35500000001,66.54,0.0,0.0,,0.0,,,BTC-5APR24-75000-P,0.07567843,,,
0.00145,360.62,BTC,72011.29,1710223032941,BTC,BTC-26APR24,75201.87,100.0,3.0,0.0,0.0,66.1,0.0017,0.0012,BTC-26APR24-34000-P,0.00101433,0.0017,0.0017,0.0017
,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-31MAY24,76380.14777777778,91.41,0.0,0.0,,0.0,0.3415,,BTC-31MAY24-96000-P,0.34644533,,,
0.00025,3892.43,BTC,72011.29,1710223032941,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,69.4,0.0,-69.2308,27.2,0.0004,0.0001,BTC-13MAR24-64000-P,0.00087792,0.0008,0.0004,0.0026
,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-5APR24,74093.35500000001,82.29,0.0,0.0,,0.0,,,BTC-5APR24-95000-C,0.01466248,,,
,47473.58,BTC,72011.29,1710223032941,BTC,SYN.BTC-12MAR24,72366.10126194553,100.0,63.1,0.0,-88.8889,61.5,0.0001,,BTC-12MAR24-65000-P,9.458e-05,0.0001,0.0001,0.0325
,0.0,BTC,72011.29,1710223032941,BTC,BTC-29MAR24,73726.02,89.88,0.0,0.0,,0.0,,,BTC-29MAR24-64500-P,0.02748074,,,
0.0225,1654113.58,BTC,72011.29,1710223032941,BTC,SYN.BTC-14MAR24,72505.58708731517,91.64,717.3,0.0,-25.8065,78.9,0.023,0.022,BTC-14MAR24-72500-C,0.0314532,0.023,0.0225,0.105
,0.0,BTC,72011.29,1710223032941,BTC,BTC-26APR24,75195.36,100.0,0.0,0.0,,0.0,,,BTC-26APR24-24000-C,0.68086632,,,
0.04625,1346586.25,BTC,72011.29,1710223032941,BTC,SYN.BTC-13MAR24,72435.84417463036,99.99,375.2,0.0,102.0833,43.1,0.05,0.0425,BTC-13MAR24-69000-C,0.05672993,0.0485,0.0015,0.0825
0.16725,628113.3,BTC,72011.29,1710223032941,BTC,BTC-22MAR24,73182.95,90.0,50.9,0.0,-2.6012,99.8,0.17,0.1645,BTC-22MAR24-61000-C,0.17467395,0.1685,0.1675,0.173
0.041,604430.05,BTC,72011.29,1710223032941,BTC,BTC-26APR24,75201.87,80.55,200.0,0.0,-23.0769,135.2,0.0425,0.0395,BTC-26APR24-63000-P,0.04229624,0.04,0.04,0.052
0.0051,245033.0,BTC,72011.29,1710223032941,BTC,BTC-15MAR24,72575.33,94.88,468.4,0.0,-40.0,1156.8,0.006,0.0042,BTC-15MAR24-66000-P,0.00766261,0.006,0.0055,0.011
0.534,0.0,BTC,72011.29,1710223032941,BTC,BTC-27DEC24,81002.9024,68.12,0.0,0.0,,187.2,0.98,0.088,BTC-27DEC24-80000-C,0.2435822,0.238,,
,0.0,BTC,72011.29,1710223032941,BTC,BTC-27DEC24,81002.9024,100.0,0.0,0.0,,53.6,,,BTC-27DEC24-10000-C,0.87746628,0.3685,,
0.014,426827.18,BTC,72011.29,1710223032941,BTC,BTC-22MAR24,73182.95,87.89,364.3,0.0,-43.75,56.5,0.0155,0.0125,BTC-22MAR24-65000-P,0.01736778,0.0135,0.0135,0.024
0.14775,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-31MAY24,76380.14777777778,80.45,0.0,0.0,,41.2,0.204,0.0915,BTC-31MAY24-82000-P,0.19501745,0.2485,,
0.03225,35136.94,BTC,72011.29,1710223032941,BTC,BTC-27SEP24,80619.44,82.94,15.5,0.0,0.0,500.0,0.034,0.0305,BTC-27SEP24-44000-P,0.03756737,0.0315,0.0315,0.0315
0.03725,630775.02,BTC,72011.29,1710223032941,BTC,BTC-26APR24,75201.87,86.43,213.0,0.0,5.5556,307.4,0.0385,0.036,BTC-26APR24-95000-C,0.04367829,0.038,0.036,0.0455
0.007,36083.5,BTC,72011.29,1710223032941,BTC,BTC-26APR24,75201.87,91.39,63.9,0.0,14.2857,181.4,0.0075,0.0065,BTC-26APR24-47000-P,0.0082501,0.008,0.007,0.008
0.0525,0.0,BTC,72011.29,1710223032941,BTC,BTC-27DEC24,81002.9024,93.01,0.0,0.0,,0.0,0.076,0.029,BTC-27DEC24-180000-C,0.10497129,0.0575,,
0.097,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,0.0,0.0,,0.0,0.1045,0.0895,BTC-13MAR24-65000-C,0.10419491,,,
0.429,0.0,BTC,72011.29,1710223032941,BTC,BTC-27SEP24,80619.44,75.71,0.0,0.0,,320.8,0.5,0.358,BTC-27SEP24-100000-P,0.38470544,0.4485,,
0.373,1363582.81,BTC,72011.29,1710223032941,BTC,BTC-29MAR24,73732.53,100.0,52.0,0.0,3.0096,620.6,0.375,0.371,BTC-29MAR24-46000-C,0.37708688,0.3765,0.3655,0.3765
,0.0,BTC,72011.29,1710223032941,BTC,BTC-28JUN24,77316.26,81.87,0.0,0.0,,0.0,,,BTC-28JUN24-64000-C,0.26166293,,,
0.041,1633256.47,BTC,72011.29,1710223032941,BTC,BTC-22MAR24,73182.95,86.15,529.6,0.0,-29.4643,102.1,0.042,0.04,BTC-22MAR24-71000-P,0.04418851,0.0395,0.0395,0.056
,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-5APR24,74093.35500000001,65.57,0.0,0.0,,0.0,,,BTC-5APR24-73000-P,0.06033259,,,
,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-14MAR24,72505.58708731517,98.15,0.0,0.0,,0.0,0.019,,BTC-14MAR24-69750-P,0.0174212,,,
0.053,224788.43,BTC,72011.29,1710223032941,BTC,BTC-28JUN24,77316.26,81.88,58.1,0.0,6.9307,193.8,0.0545,0.0515,BTC-28JUN24-58000-P,0.05995195,0.054,0.0505,0.0545
0.1725,485728.6,BTC,72011.29,1710223032941,BTC,SYN.BTC-31MAY24,76380.14777777778,78.11,38.1,0.0,7.1207,72.2,0.1735,0.1715,BTC-31MAY24-71000-C,0.17852245,0.173,0.1615,0.181
0.00085,0.0,BTC,72011.29,1710223032941,BTC,BTC-28JUN24,77316.26,100.0,0.0,0.0,,208.8,0.0013,0.0004,BTC-28JUN24-20000-P,0.00057726,0.0016,,
0.18375,53809.07,BTC,72011.29,1710223032941,BTC,SYN.BTC-31MAY24,76380.14777777778,80.21,4.0,0.0,0.0,4.0,0.186,0.1815,BTC-31MAY24-81000-P,0.18617365,0.186,0.186,0.186
,31334.82,BTC,72011.29,1710223032941,BTC,SYN.BTC-5APR24,74093.35500000001,80.81,2.8,0.0,0.0,0.0,,,BTC-5APR24-64000-C,0.16420926,0.241,0.1564,0.1564
,0.0,BTC,72011.29,1710223032941,BTC,BTC-29MAR24,73732.53,100.0,0.0,0.0,,631.0,0.0005,,BTC-29MAR24-15000-P,0.0,0.0001,,
0.07075,468228.4,BTC,72011.29,1710223032941,BTC,SYN.BTC-31MAY24,76373.63777777778,83.17,88.1,0.0,7.5188,4.0,0.0725,0.069,BTC-31MAY24-95000-C,0.07791808,0.0715,0.0665,0.0755
,0.0,BTC,72011.29,1710223032941,BTC,BTC-28JUN24,77316.26,81.87,0.0,0.0,,0.0,,,BTC-28JUN24-64000-P,0.08936198,,,
0.18575,455980.15,BTC,72011.29,1710223032941,BTC,SYN.BTC-31MAY24,76373.63777777778,78.5,33.3,0.0,7.4286,150.4,0.189,0.1825,BTC-31MAY24-69000-C,0.19279716,0.188,0.175,0.1945
0.0765,1085360.48,BTC,72011.29,1710223032941,BTC,BTC-26APR24,75201.87,80.22,192.0,0.0,-14.1243,17.8,0.078,0.075,BTC-26APR24-70000-P,0.07783039,0.076,0.0755,0.0885
,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-31MAY24,76373.63777777778,100.0,0.0,0.0,,0.0,,,BTC-31MAY24-34000-P,0.00533604,,,
,0.0,BTC,72011.29,1710223032941,BTC,BTC-27DEC24,81002.9024,93.01,0.0,0.0,,0.0,,,BTC-27DEC24-150000-P,0.99484859,1.2676,,
0.1425,1825283.02,BTC,72011.29,1710223032941,BTC,BTC-15MAR24,72575.33,99.62,168.6,0.0,16.8675,371.7,0.145,0.14,BTC-15MAR24-62000-C,0.14799246,0.1455,0.1245,0.1505
,56558.42,BTC,72011.29,1710223032941,BTC,SYN.BTC-12MAR24,72366.10126194553,93.27,50.0,0.0,0.6369,0.0,0.0135,,BTC-12MAR24-71750-P,0.01228189,0.0158,0.0157,0.0158
0.058,208869.84,BTC,72011.29,1710223032941,BTC,SYN.BTC-31MAY24,76380.14777777778,78.63,49.9,0.0,-13.6364,36.1,0.059,0.057,BTC-31MAY24-62000-P,0.05899821,0.057,0.057,0.066
0.1905,3814338.61,BTC,72011.29,1710223032941,BTC,BTC-29MAR24,73732.53,89.88,297.1,0.0,15.3614,10307.3,0.193,0.188,BTC-29MAR24-60000-C,0.19991126,0.1915,0.0001,0.2
0.06475,76187.8,BTC,72011.29,1710223032941,BTC,BTC-27SEP24,80619.44,82.94,16.1,0.0,-14.4828,99.9,0.067,0.0625,BTC-27SEP24-54000-P,0.07560216,0.062,0.062,0.0735
0.28325,335160.59,BTC,72011.29,1710223032941,BTC,BTC-27SEP24,80619.44,75.0,17.3,0.0,13.2231,695.2,0.3,0.2665,BTC-27SEP24-70000-C,0.27639838,0.274,0.242,0.2745
0.5435,127574.55,BTC,72011.29,1710223032941,BTC,BTC-27SEP24,80619.44,82.94,3.5,0.0,5.4002,221.2,0.552,0.535,BTC-27SEP24-38000-C,0.55035889,0.5465,0.5185,0.5465
,0.0,BTC,72011.29,1710223032941,BTC,BTC-27DEC24,81002.9024,100.0,0.0,0.0,,82.1,,,BTC-27DEC24-62000-C,0.43398657,0.3125,,
0.00035,347.43,BTC,72011.29,1710223032941,BTC,BTC-15MAR24,72575.33,100.0,14.3,0.0,100.0,118.4,0.0006,0.0001,BTC-15MAR24-52000-P,1.033e-05,0.0008,0.0001,0.0008
,8744394.32,BTC,72011.29,1710223032941,BTC,BTC-27DEC24,81002.9024,93.01,100.0,0.0,0.0164,0.0,,,BTC-27DEC24-170000-P,1.21492317,1.2192,1.219,1.2195
0.04175,158805.47,BTC,72011.29,1710223032941,BTC,SYN.BTC-14MAR24,72505.58708731517,98.03,50.3,0.0,4.6512,50.3,0.0445,0.039,BTC-14MAR24-70000-C,0.05313693,0.045,0.043,0.045
0.01275,466233.8,BTC,72011.29,1710223032941,BTC,BTC-15MAR24,72575.33,97.15,379.1,0.0,-33.3333,219.2,0.0135,0.012,BTC-15MAR24-76000-C,0.02065854,0.013,0.002,0.0215
,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-5APR24,74093.35500000001,65.64,0.0,0.0,,0.0,,,BTC-5APR24-67000-P,0.0278069,,,
0.085,0.0,BTC,72011.29,1710223032941,BTC,BTC-27SEP24,80619.44,81.58,0.0,0.0,,132.9,0.0875,0.0825,BTC-27SEP24-130000-C,0.09100474,0.072,,
,0.0,BTC,72011.29,1710223032941,BTC,BTC-27SEP24,80698.9,94.69,0.0,0.0,,0.0,,,BTC-27SEP24-170000-P,1.1804766,,,
0.16025,546679.91,BTC,72011.29,1710223032941,BTC,SYN.BTC-31MAY24,76373.63777777778,78.43,46.2,0.0,7.309,53.8,0.1615,0.159,BTC-31MAY24-73000-C,0.16619824,0.1615,0.1505,0.168
0.123,805671.59,BTC,72011.29,1710223032941,BTC,SYN.BTC-31MAY24,76373.63777777778,79.87,88.3,0.0,18.0952,118.0,0.125,0.121,BTC-31MAY24-80000-C,0.12989453,0.124,0.105,0.131
0.0076,373840.17,BTC,72011.29,1710223032941,BTC,SYN.BTC-12MAR24,72366.10126194553,94.25,361.1,0.0,-45.4545,179.1,0.0105,0.0047,BTC-12MAR24-72500-P,0.01738042,0.012,0.008,0.022
0.0004,529.98,BTC,72011.29,1710223032941,BTC,BTC-15MAR24,72575.33,100.0,18.2,0.0,50.0,57.2,0.0007,0.0001,BTC-15MAR24-54000-P,4.126e-05,0.0006,0.0004,0.0006
0.057,1511219.24,BTC,72011.29,1710223032941,BTC,BTC-15MAR24,72575.33,93.65,336.2,0.0,31.1111,195.3,0.0585,0.0555,BTC-15MAR24-69000-C,0.06640751,0.059,0.0445,0.0675
0.08275,1899381.91,BTC,72011.29,1710223032941,BTC,BTC-26APR24,75201.87,80.22,313.7,0.0,-12.6984,19.2,0.084,0.0815,BTC-26APR24-71000-P,0.08402775,0.0825,0.0815,0.0945
0.00075,13112.86,BTC,72011.29,1710223032941,BTC,SYN.BTC-13MAR24,72435.84417463036,100.0,111.4,0.0,-78.9474,205.3,0.001,0.0005,BTC-13MAR24-65000-P,0.0015407,0.0008,0.0008,0.0038
0.33075,972547.26,BTC,72011.29,1710223032941,BTC,BTC-26APR24,75201.87,86.8,41.5,0.0,3.1201,74.3,0.332,0.3295,BTC-26APR24-51000-C,0.33409186,0.3305,0.3205,0.3305
0.0003,0.0,BTC,72011.29,1710223032941,BTC,BTC-15MAR24,72575.33,100.0,0.0,0.0,,292.3,0.0005,0.0001,BTC-15MAR24-46000-P,5e-08,0.0007,,
0.0075,0.0,BTC,72011.29,1710223032941,BTC,BTC-27SEP24,80619.44,86.47,0.0,0.0,,211.6,0.0085,0.0065,BTC-27SEP24-28000-P,0.00742575,0.009,,
,0.0,BTC,72011.29,1710223032941,BTC,SYN.BTC-5APR24,74093.35500000001,81.29,0.0,0.0,,16.8,,,BTC-5APR24-50000-C,0.32729582,0.2753,,
0.097,0.0,BTC,72011.29,1710223032941,BTC,BTC-27SEP24,80619.44,81.36,0.0,0.0,,132.8,0.105,0.089,BTC-27SEP24-120000-C,0.10925709,0.0735,,
0.0145,545675.63,BTC,72011.29,1710223032941,BTC,SYN.BTC-14MAR24,72505.58708731517,100.0,361.0,0.0,-32.6087,18.5,0.0155,0.0135,BTC-14MAR24-74000-C,0.02529749,0.0155,0.0155,0.025
0.03725,68172.62,BTC,72011.29,1710223032941,BTC,SYN.BTC-14MAR24,72505.58708731517,97.73,22.3,0.0,-12.3596,22.3,0.04,0.0345,BTC-14MAR24-70500-C,0.04869231,0.039,0.039,0.0445
0.017,64224.47,BTC,72011.29,1710223032941,BTC,SYN.BTC-31MAY24,76373.63777777778,100.0,50.2,0.0,3.125,37.4,0.0175,0.0165,BTC-31MAY24-140000-C,0.02911916,0.0165,0.0155,0.019
0.02525,811740.4,BTC,72011.29,1710223032941,BTC,BTC-15MAR24,72575.33,95.02,349.0,0.0,-7.6923,120.4,0.026,0.0245,BTC-15MAR24-73000-C,0.03537661,0.03,0.0009,0.049
